attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue
11399.0,Miami Marlins,0,15,9,https://www.baseball-reference.com/boxes/TBA/TBA201605260.shtml,"Thursday, May 26, 2016",,: 2:51,"Day Game, on turf",Tampa Bay Rays,1,7,1,Start Time: 1:10 p.m. Local, Tropicana Field
30861.0,Arizona Diamondbacks,1,13,3,https://www.baseball-reference.com/boxes/PIT/PIT201605260.shtml,"Thursday, May 26, 2016",,: 3:40,"Day Game, on grass",Pittsburgh Pirates,1,12,8,Start Time: 12:39 p.m. Local, PNC Park
38391.0,Toronto Blue Jays,0,6,3,https://www.baseball-reference.com/boxes/NYA/NYA201605260.shtml,"Thursday, May 26, 2016",,: 2:34,"Day Game, on grass",New York Yankees,1,4,1,Start Time: 4:07 p.m. Local, Yankee Stadium III
23826.0,Baltimore Orioles,1,5,2,https://www.baseball-reference.com/boxes/HOU/HOU201605260.shtml,"Thursday, May 26, 2016",,: 3:03,"Night Game, on grass",Houston Astros,1,6,4,Start Time: 7:10 p.m. Local, Minute Maid Park
36162.0,Colorado Rockies,0,12,8,https://www.baseball-reference.com/boxes/BOS/BOS201605260.shtml,"Thursday, May 26, 2016",,: 2:51,"Night Game, on grass",Boston Red Sox,1,6,2,Start Time: 7:12 p.m. Local, Fenway Park
14885.0,Milwaukee Brewers,0,10,6,https://www.baseball-reference.com/boxes/ATL/ATL201605260.shtml,"Thursday, May 26, 2016",,: 3:05,"Night Game, on grass",Atlanta Braves,0,8,2,Start Time: 7:10 p.m. Local, Turner Field
38700.0,New York Mets,0,5,2,https://www.baseball-reference.com/boxes/WAS/WAS201605250.shtml,"Wednesday, May 25, 2016",,: 2:38,"Day Game, on grass",Washington Nationals,2,6,0,Start Time: 1:05 p.m. Local, Nationals Park
32480.0,Los Angeles Angels of Anaheim,2,14,9,https://www.baseball-reference.com/boxes/TEX/TEX201605250.shtml,"Wednesday, May 25, 2016",,: 3:34,"Day Game, on grass",Texas Rangers,0,18,15,Start Time: 1:08 p.m. Local, Globe Life Park in Arlington
13554.0,Miami Marlins,0,13,4,https://www.baseball-reference.com/boxes/TBA/TBA201605250.shtml,"Wednesday, May 25, 2016",,: 3:22,"Night Game, on turf",Tampa Bay Rays,2,9,3,Start Time: 7:10 p.m. Local, Tropicana Field
45565.0,Chicago Cubs,1,10,9,https://www.baseball-reference.com/boxes/SLN/SLN201605250.shtml,"Wednesday, May 25, 2016",,: 3:38,"Day Game, on grass",St. Louis Cardinals,1,13,8,Start Time: 12:47 p.m. Local, Busch Stadium III
41363.0,San Diego Padres,1,9,3,https://www.baseball-reference.com/boxes/SFN/SFN201605250.shtml,"Wednesday, May 25, 2016",,: 3:22,"Day Game, on grass",San Francisco Giants,0,10,4,Start Time: 12:45 p.m. Local, AT&T Park
36538.0,Houston Astros,2,14,8,https://www.baseball-reference.com/boxes/ANA/ANA201605290.shtml,"Sunday, May 29, 2016",,: 4:57,"Day Game, on grass",Los Angeles Angels of Anaheim,1,12,6,Start Time: 12:37 p.m. Local, Angel Stadium of Anaheim
21764.0,Arizona Diamondbacks,1,7,3,https://www.baseball-reference.com/boxes/HOU/HOU201606020.shtml,"Thursday, June 2, 2016",,: 2:36,"Day Game, on grass",Houston Astros,0,5,0,Start Time: 1:11 p.m. Local, Minute Maid Park
28213.0,New York Yankees,1,8,5,https://www.baseball-reference.com/boxes/DET/DET201606020.shtml,"Thursday, June 2, 2016",,: 2:56,"Night Game, on grass",Detroit Tigers,0,11,4,Start Time: 7:40 p.m. Local, Comerica Park
28080.0,Cincinnati Reds,0,14,11,https://www.baseball-reference.com/boxes/COL/COL201606020.shtml,"Thursday, June 2, 2016",,: 2:44,"Night Game, on grass",Colorado Rockies,1,5,4,Start Time: 6:40 p.m. Local, Coors Field
11131.0,Kansas City Royals,3,12,4,https://www.baseball-reference.com/boxes/CLE/CLE201606020.shtml,"Thursday, June 2, 2016",,: 2:54,"Night Game, on grass",Cleveland Indians,1,11,5,Start Time: 7:10 p.m. Local, Progressive Field
37422.0,Los Angeles Dodgers,1,3,2,https://www.baseball-reference.com/boxes/CHN/CHN201606020.shtml,"Thursday, June 2, 2016",,: 2:25,"Day Game, on grass",Chicago Cubs,0,10,7,Start Time: 1:20 p.m. Local, Wrigley Field
21534.0,Boston Red Sox,0,12,7,https://www.baseball-reference.com/boxes/BAL/BAL201606020.shtml,"Thursday, June 2, 2016",,: 2:57,"Night Game, on grass",Baltimore Orioles,1,11,12,Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
15983.0,San Francisco Giants,1,8,6,https://www.baseball-reference.com/boxes/ATL/ATL201606020.shtml,"Thursday, June 2, 2016",,: 2:49,"Day Game, on grass",Atlanta Braves,1,4,0,Start Time: 12:10 p.m. Local, Turner Field
39512.0,New York Yankees,2,7,0,https://www.baseball-reference.com/boxes/TOR/TOR201606010.shtml,"Wednesday, June 1, 2016",,: 2:57,"Night Game, on turf",Toronto Blue Jays,1,12,7,Start Time: 7:07 p.m. Local, Rogers Centre
20557.0,Seattle Mariners,2,14,6,https://www.baseball-reference.com/boxes/SDN/SDN201606010.shtml,"Wednesday, June 1, 2016",,: 3:20,"Night Game, on grass",San Diego Padres,1,19,14,Start Time: 7:11 p.m. Local, Petco Park
19052.0,Washington Nationals,0,12,7,https://www.baseball-reference.com/boxes/PHI/PHI201606010.shtml,"Wednesday, June 1, 2016",,: 2:45,"Night Game, on grass",Philadelphia Phillies,1,6,2,Start Time: 7:08 p.m. Local, Citizens Bank Park
11345.0,Minnesota Twins,0,6,1,https://www.baseball-reference.com/boxes/OAK/OAK201606010.shtml,"Wednesday, June 1, 2016",,: 2:33,"Day Game, on grass",Oakland Athletics,0,11,5,Start Time: 12:37 p.m. Local, Oakland-Alameda County Coliseum
34160.0,Chicago White Sox,0,7,2,https://www.baseball-reference.com/boxes/NYN/NYN201606010.shtml,"Wednesday, June 1, 2016",,: 4:41,"Day Game, on grass",New York Mets,0,7,1,Start Time: 1:10 p.m. Local, Citi Field
45453.0,San Francisco Giants,0,6,4,https://www.baseball-reference.com/boxes/SLN/SLN201606040.shtml,"Saturday, June 4, 2016",,: 2:39,"Night Game, on grass",St. Louis Cardinals,1,12,7,Start Time: 6:15 p.m. Local, Busch Stadium III
41448.0,Baltimore Orioles,0,11,6,https://www.baseball-reference.com/boxes/TOR/TOR201606090.shtml,"Thursday, June 9, 2016",,: 3:12,"Night Game, on turf",Toronto Blue Jays,0,8,5,Start Time: 7:08 p.m. Local, Rogers Centre
30145.0,Houston Astros,0,7,3,https://www.baseball-reference.com/boxes/TEX/TEX201606090.shtml,"Thursday, June 9, 2016",,: 2:51,"Day Game, on grass",Texas Rangers,1,8,5,Start Time: 1:07 p.m. Local, Globe Life Park in Arlington
19901.0,Cleveland Indians,0,7,5,https://www.baseball-reference.com/boxes/SEA/SEA201606090.shtml,"Thursday, June 9, 2016",,: 3:39,"Night Game, on grass",Seattle Mariners,1,13,3,Start Time: 7:10 p.m. Local, Safeco Field
34971.0,Los Angeles Angels of Anaheim,0,8,3,https://www.baseball-reference.com/boxes/NYA/NYA201606090.shtml,"Thursday, June 9, 2016",,: 2:58,"Night Game, on grass",New York Yankees,1,11,6,Start Time: 7:10 p.m. Local, Yankee Stadium III
18792.0,Miami Marlins,0,18,10,https://www.baseball-reference.com/boxes/MIN/MIN201606090.shtml,"Thursday, June 9, 2016",,: 3:04,"Night Game, on grass",Minnesota Twins,2,7,3,Start Time: 7:10 p.m. Local, Target Field
22980.0,New York Mets,1,13,5,https://www.baseball-reference.com/boxes/MIL/MIL201606090.shtml,"Thursday, June 9, 2016",,: 3:04,"Night Game, on grass",Milwaukee Brewers,0,10,2,Start Time: 7:10 p.m. Local, Miller Park
24678.0,Pittsburgh Pirates,0,7,5,https://www.baseball-reference.com/boxes/COL/COL201606090.shtml,"Thursday, June 9, 2016",,: 2:53,"Day Game, on grass",Colorado Rockies,3,14,11,Start Time: 3:10 p.m. Local, Coors Field
24516.0,St. Louis Cardinals,0,8,3,https://www.baseball-reference.com/boxes/CIN/CIN201606090.shtml,"Thursday, June 9, 2016",,: 2:56,"Night Game, on grass",Cincinnati Reds,0,4,2,Start Time: 7:10 p.m. Local, Great American Ball Park
20014.0,Washington Nationals,0,5,1,https://www.baseball-reference.com/boxes/CHA/CHA201606090.shtml,"Thursday, June 9, 2016",,: 2:21,"Night Game, on grass",Chicago White Sox,0,5,3,Start Time: 7:11 p.m. Local, U.S. Cellular Field
37696.0,Houston Astros,1,7,3,https://www.baseball-reference.com/boxes/TEX/TEX201606080.shtml,"Wednesday, June 8, 2016",,: 2:49,"Night Game, on grass",Texas Rangers,1,10,1,Start Time: 7:07 p.m. Local, Globe Life Park in Arlington
41635.0,Boston Red Sox,0,5,1,https://www.baseball-reference.com/boxes/SFN/SFN201606080.shtml,"Wednesday, June 8, 2016",,: 2:45,"Night Game, on grass",San Francisco Giants,1,3,2,Start Time: 7:15 p.m. Local, AT&T Park
15337.0,Cleveland Indians,0,3,0,https://www.baseball-reference.com/boxes/SEA/SEA201606080.shtml,"Wednesday, June 8, 2016",,: 2:41,"Night Game, on grass",Seattle Mariners,0,7,5,Start Time: 7:10 p.m. Local, Safeco Field
31625.0,Chicago Cubs,4,16,13,https://www.baseball-reference.com/boxes/ATL/ATL201606120.shtml,"Sunday, June 12, 2016",,: 3:42,"Day Game, on grass",Atlanta Braves,1,7,2,Start Time: 1:36 p.m. Local, Turner Field
33568.0,Detroit Tigers,0,13,10,https://www.baseball-reference.com/boxes/KCA/KCA201606160.shtml,"Thursday, June 16, 2016",,: 3:15,"Night Game, on grass",Kansas City Royals,0,10,4,Start Time: 7:14 p.m. Local, Kauffman Stadium
36757.0,Baltimore Orioles,0,11,5,https://www.baseball-reference.com/boxes/BOS/BOS201606160.shtml,"Thursday, June 16, 2016",,: 2:53,"Night Game, on grass",Boston Red Sox,0,4,1,Start Time: 7:11 p.m. Local, Fenway Park
21885.0,Cincinnati Reds,1,8,2,https://www.baseball-reference.com/boxes/ATL/ATL201606160.shtml,"Thursday, June 16, 2016",,: 2:56,"Day Game, on grass",Atlanta Braves,0,9,7,Start Time: 12:10 p.m. Local, Turner Field
42000.0,Chicago Cubs,0,11,4,https://www.baseball-reference.com/boxes/WAS/WAS201606150.shtml,"Wednesday, June 15, 2016",,: 4:17,"Day Game, on grass",Washington Nationals,0,9,5,Start Time: 4:06 p.m. Local, Nationals Park
12239.0,Seattle Mariners,2,8,2,https://www.baseball-reference.com/boxes/TBA/TBA201606150.shtml,"Wednesday, June 15, 2016",,: 4:38,"Night Game, on turf",Tampa Bay Rays,0,8,3,Start Time: 7:10 p.m. Local, Tropicana Field
42008.0,Houston Astros,0,9,4,https://www.baseball-reference.com/boxes/SLN/SLN201606150.shtml,"Wednesday, June 15, 2016",,: 2:56,"Night Game, on grass",St. Louis Cardinals,0,8,1,Start Time: 6:17 p.m. Local, Busch Stadium III
41811.0,Milwaukee Brewers,4,8,1,https://www.baseball-reference.com/boxes/SFN/SFN201606150.shtml,"Wednesday, June 15, 2016",,: 2:56,"Day Game, on grass",San Francisco Giants,0,16,10,Start Time: 12:46 p.m. Local, AT&T Park
20037.0,Miami Marlins,0,9,3,https://www.baseball-reference.com/boxes/SDN/SDN201606150.shtml,"Wednesday, June 15, 2016",,: 2:58,"Day Game, on grass",San Diego Padres,0,13,6,Start Time: 12:40 p.m. Local, Petco Park
24753.0,Toronto Blue Jays,0,9,7,https://www.baseball-reference.com/boxes/PHI/PHI201606150.shtml,"Wednesday, June 15, 2016",,: 2:51,"Night Game, on grass",Philadelphia Phillies,0,6,2,Start Time: 7:08 p.m. Local, Citizens Bank Park
10115.0,Texas Rangers,2,10,7,https://www.baseball-reference.com/boxes/OAK/OAK201606150.shtml,"Wednesday, June 15, 2016",,: 3:08,"Night Game, on grass",Oakland Athletics,0,7,5,Start Time: 7:07 p.m. Local, Oakland-Alameda County Coliseum
32117.0,Pittsburgh Pirates,0,5,2,https://www.baseball-reference.com/boxes/NYN/NYN201606150.shtml,"Wednesday, June 15, 2016",,: 3:06,"Night Game, on grass",New York Mets,1,19,11,Start Time: 7:11 p.m. Local, Citi Field
33546.0,Cleveland Indians,3,5,4,https://www.baseball-reference.com/boxes/KCA/KCA201606150.shtml,"Wednesday, June 15, 2016",,: 2:47,"Night Game, on grass",Kansas City Royals,2,10,9,Start Time: 7:15 p.m. Local, Kauffman Stadium
25078.0,Los Angeles Angels of Anaheim,0,13,7,https://www.baseball-reference.com/boxes/OAK/OAK201606180.shtml,"Saturday, June 18, 2016",,: 3:05,"Day Game, on grass",Oakland Athletics,2,5,1,Start Time: 1:08 p.m. Local, Oakland-Alameda County Coliseum
40104.0,Colorado Rockies,1,9,8,https://www.baseball-reference.com/boxes/NYA/NYA201606220.shtml,"Wednesday, June 22, 2016",,: 3:25,"Day Game, on grass",New York Yankees,1,10,9,Start Time: 1:09 p.m. Local, Yankee Stadium III
25032.0,Philadelphia Phillies,1,9,5,https://www.baseball-reference.com/boxes/MIN/MIN201606220.shtml,"Wednesday, June 22, 2016",,: 2:48,"Night Game, on grass",Minnesota Twins,1,13,6,Start Time: 8:20 p.m. Local, Target Field
22642.0,Atlanta Braves,0,6,0,https://www.baseball-reference.com/boxes/MIA/MIA201606220.shtml,"Wednesday, June 22, 2016",,: 2:27,"Day Game, on grass",Miami Marlins,0,9,3,Start Time: 12:13 p.m. Local, Marlins Park
43776.0,Washington Nationals,1,11,3,https://www.baseball-reference.com/boxes/LAN/LAN201606220.shtml,"Wednesday, June 22, 2016",,: 3:35,"Night Game, on grass",Los Angeles Dodgers,0,9,4,Start Time: 7:10 p.m. Local, Dodger Stadium
29649.0,Los Angeles Angels of Anaheim,0,10,2,https://www.baseball-reference.com/boxes/HOU/HOU201606220.shtml,"Wednesday, June 22, 2016",,: 3:09,"Day Game, on grass",Houston Astros,0,8,3,Start Time: 1:11 p.m. Local, Minute Maid Park
31497.0,Seattle Mariners,0,3,1,https://www.baseball-reference.com/boxes/DET/DET201606220.shtml,"Wednesday, June 22, 2016",,: 2:39,"Night Game, on grass",Detroit Tigers,0,12,5,Start Time: 7:10 p.m. Local, Comerica Park
21216.0,Tampa Bay Rays,0,3,1,https://www.baseball-reference.com/boxes/CLE/CLE201606220.shtml,"Wednesday, June 22, 2016",,: 2:30,"Night Game, on grass",Cleveland Indians,1,9,6,Start Time: 7:10 p.m. Local, Progressive Field
41058.0,St. Louis Cardinals,0,9,7,https://www.baseball-reference.com/boxes/CHN/CHN201606220.shtml,"Wednesday, June 22, 2016",,: 3:02,"Day Game, on grass",Chicago Cubs,1,3,2,Start Time: 1:22 p.m. Local, Wrigley Field
37413.0,Chicago White Sox,0,10,8,https://www.baseball-reference.com/boxes/BOS/BOS201606220.shtml,"Wednesday, June 22, 2016",,: 3:38,"Night Game, on grass",Boston Red Sox,1,13,6,Start Time: 7:12 p.m. Local, Fenway Park
23785.0,San Diego Padres,1,5,2,https://www.baseball-reference.com/boxes/BAL/BAL201606220.shtml,"Wednesday, June 22, 2016",,: 2:43,"Night Game, on grass",Baltimore Orioles,0,11,7,Start Time: 7:08 p.m. Local, Oriole Park at Camden Yards
41838.0,Arizona Diamondbacks,0,3,4,https://www.baseball-reference.com/boxes/TOR/TOR201606210.shtml,"Tuesday, June 21, 2016",,: 2:42,"Night Game, on turf",Toronto Blue Jays,0,9,2,Start Time: 7:07 p.m. Local, Rogers Centre
32291.0,Cincinnati Reds,0,11,8,https://www.baseball-reference.com/boxes/TEX/TEX201606210.shtml,"Tuesday, June 21, 2016",,: 2:29,"Night Game, on grass",Texas Rangers,0,6,2,Start Time: 7:10 p.m. Local, Globe Life Park in Arlington
33040.0,Tampa Bay Rays,1,14,6,https://www.baseball-reference.com/boxes/BAL/BAL201606252.shtml,"Saturday, June 25, 2016",,: 3:15,"Night Game, on grass",Baltimore Orioles,0,14,8,Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
44840.0,Kansas City Royals,0,14,3,https://www.baseball-reference.com/boxes/SLN/SLN201606290.shtml,"Wednesday, June 29, 2016",,: 4:28,"Night Game, on grass",St. Louis Cardinals,3,10,2,Start Time: 7:15 p.m. Local, Busch Stadium III
25477.0,Pittsburgh Pirates,0,11,8,https://www.baseball-reference.com/boxes/SEA/SEA201606290.shtml,"Wednesday, June 29, 2016",,: 2:47,"Night Game, on grass",Seattle Mariners,3,6,1,Start Time: 7:10 p.m. Local, Safeco Field
25221.0,Baltimore Orioles,0,12,12,https://www.baseball-reference.com/boxes/SDN/SDN201606290.shtml,"Wednesday, June 29, 2016",,: 3:07,"Day Game, on grass",San Diego Padres,1,8,6,Start Time: 12:41 p.m. Local, Petco Park
32810.0,San Francisco Giants,2,8,1,https://www.baseball-reference.com/boxes/OAK/OAK201606290.shtml,"Wednesday, June 29, 2016",,: 2:44,"Night Game, on grass",Oakland Athletics,0,7,7,Start Time: 7:07 p.m. Local, Oakland-Alameda County Coliseum
39875.0,Texas Rangers,1,9,7,https://www.baseball-reference.com/boxes/NYA/NYA201606290.shtml,"Wednesday, June 29, 2016",,: 3:19,"Night Game, on grass",New York Yankees,2,10,9,Start Time: 7:09 p.m. Local, Yankee Stadium III
26566.0,Los Angeles Dodgers,1,2,0,https://www.baseball-reference.com/boxes/MIL/MIL201606290.shtml,"Wednesday, June 29, 2016",,: 2:30,"Night Game, on grass",Milwaukee Brewers,0,12,7,Start Time: 7:10 p.m. Local, Miller Park
31760.0,Miami Marlins,0,14,3,https://www.baseball-reference.com/boxes/DET/DET201606290.shtml,"Wednesday, June 29, 2016",,: 3:13,"Day Game, on grass",Detroit Tigers,0,15,10,Start Time: 1:10 p.m. Local, Comerica Park
38412.0,Toronto Blue Jays,0,11,5,https://www.baseball-reference.com/boxes/COL/COL201606290.shtml,"Wednesday, June 29, 2016",,: 3:17,"Day Game, on grass",Colorado Rockies,1,9,3,Start Time: 1:11 p.m. Local, Coors Field
37188.0,Chicago Cubs,0,12,9,https://www.baseball-reference.com/boxes/CIN/CIN201606290.shtml,"Wednesday, June 29, 2016",,: 3:14,"Day Game, on grass",Cincinnati Reds,0,9,2,Start Time: 12:37 p.m. Local, Great American Ball Park
18571.0,Minnesota Twins,1,11,6,https://www.baseball-reference.com/boxes/CHA/CHA201606290.shtml,"Wednesday, June 29, 2016",,: 3:03,"Night Game, on grass",Chicago White Sox,1,13,9,Start Time: 7:10 p.m. Local, U.S. Cellular Field
16600.0,Cleveland Indians,0,8,3,https://www.baseball-reference.com/boxes/ATL/ATL201606290.shtml,"Wednesday, June 29, 2016",,: 2:51,"Night Game, on grass",Atlanta Braves,1,7,0,Start Time: 7:11 p.m. Local, Turner Field
18603.0,Philadelphia Phillies,2,17,9,https://www.baseball-reference.com/boxes/ARI/ARI201606290.shtml,"Wednesday, June 29, 2016",,: 3:53,"Day Game, on grass",Arizona Diamondbacks,1,15,8,Start Time: 12:41 p.m. Local, Chase Field
46608.0,Colorado Rockies,1,5,1,https://www.baseball-reference.com/boxes/LAN/LAN201607020.shtml,"Saturday, July 2, 2016",,: 3:11,"Night Game, on grass",Los Angeles Dodgers,0,10,6,Start Time: 7:11 p.m. Local, Dodger Stadium
27657.0,Oakland Athletics,0,2,0,https://www.baseball-reference.com/boxes/MIN/MIN201607060.shtml,"Wednesday, July 6, 2016",,: 2:44,"Day Game, on grass",Minnesota Twins,1,10,4,Start Time: 12:10 p.m. Local, Target Field
40899.0,Baltimore Orioles,0,13,6,https://www.baseball-reference.com/boxes/LAN/LAN201607060.shtml,"Wednesday, July 6, 2016",,: 5:26,"Day Game, on grass",Los Angeles Dodgers,0,16,4,Start Time: 12:10 p.m. Local, Dodger Stadium
25709.0,Seattle Mariners,3,10,8,https://www.baseball-reference.com/boxes/HOU/HOU201607060.shtml,"Wednesday, July 6, 2016",,: 3:32,"Night Game, on grass",Houston Astros,0,12,9,Start Time: 7:11 p.m. Local, Minute Maid Park
24098.0,Detroit Tigers,1,12,12,https://www.baseball-reference.com/boxes/CLE/CLE201607060.shtml,"Wednesday, July 6, 2016",,: 3:13,"Day Game, on grass",Cleveland Indians,1,7,2,Start Time: 12:11 p.m. Local, Progressive Field
41262.0,Cincinnati Reds,0,8,5,https://www.baseball-reference.com/boxes/CHN/CHN201607060.shtml,"Wednesday, July 6, 2016",,: 2:56,"Day Game, on grass",Chicago Cubs,0,8,3,Start Time: 1:21 p.m. Local, Wrigley Field
21144.0,New York Yankees,0,8,0,https://www.baseball-reference.com/boxes/CHA/CHA201607060.shtml,"Wednesday, July 6, 2016",,: 2:54,"Night Game, on grass",Chicago White Sox,0,5,5,Start Time: 7:10 p.m. Local, U.S. Cellular Field
37175.0,Texas Rangers,3,10,6,https://www.baseball-reference.com/boxes/BOS/BOS201607060.shtml,"Wednesday, July 6, 2016",,: 3:19,"Night Game, on grass",Boston Red Sox,1,10,11,Start Time: 7:09 p.m. Local, Fenway Park
17091.0,San Diego Padres,0,14,13,https://www.baseball-reference.com/boxes/ARI/ARI201607060.shtml,"Wednesday, July 6, 2016",,: 3:10,"Night Game, on grass",Arizona Diamondbacks,0,12,6,Start Time: 6:40 p.m. Local, Chase Field
25138.0,Milwaukee Brewers,0,10,5,https://www.baseball-reference.com/boxes/WAS/WAS201607050.shtml,"Tuesday, July 5, 2016",,: 2:52,"Night Game, on grass",Washington Nationals,1,12,2,Start Time: 7:07 p.m. Local, Nationals Park
35917.0,Kansas City Royals,1,7,3,https://www.baseball-reference.com/boxes/TOR/TOR201607050.shtml,"Tuesday, July 5, 2016",,: 2:32,"Night Game, on turf",Toronto Blue Jays,0,13,8,Start Time: 7:08 p.m. Local, Rogers Centre
14896.0,Los Angeles Angels of Anaheim,2,16,13,https://www.baseball-reference.com/boxes/TBA/TBA201607050.shtml,"Tuesday, July 5, 2016",,: 3:19,"Night Game, on turf",Tampa Bay Rays,1,14,5,Start Time: 7:10 p.m. Local, Tropicana Field
41444.0,Pittsburgh Pirates,1,11,5,https://www.baseball-reference.com/boxes/SLN/SLN201607050.shtml,"Tuesday, July 5, 2016",,: 3:07,"Night Game, on grass",St. Louis Cardinals,1,6,2,Start Time: 7:09 p.m. Local, Busch Stadium III
43288.0,Los Angeles Angels of Anaheim,0,8,2,https://www.baseball-reference.com/boxes/BAL/BAL201607090.shtml,"Saturday, July 9, 2016",,: 3:14,"Day Game, on grass",Baltimore Orioles,0,10,3,Start Time: 4:08 p.m. Local, Oriole Park at Camden Yards
38861.0,Pittsburgh Pirates,1,6,0,https://www.baseball-reference.com/boxes/WAS/WAS201607160.shtml,"Saturday, July 16, 2016",,: 2:36,"Night Game, on grass",Washington Nationals,0,10,6,Start Time: 8:16 p.m. Local, Nationals Park
18638.0,Baltimore Orioles,0,7,2,https://www.baseball-reference.com/boxes/TBA/TBA201607160.shtml,"Saturday, July 16, 2016",,: 2:33,"Night Game, on turf",Tampa Bay Rays,0,4,1,Start Time: 6:11 p.m. Local, Tropicana Field
44840.0,Miami Marlins,0,3,0,https://www.baseball-reference.com/boxes/SLN/SLN201607160.shtml,"Saturday, July 16, 2016",,: 2:39,"Night Game, on grass",St. Louis Cardinals,0,8,5,Start Time: 6:16 p.m. Local, Busch Stadium III
41386.0,Houston Astros,0,4,0,https://www.baseball-reference.com/boxes/SEA/SEA201607160.shtml,"Saturday, July 16, 2016",,: 2:46,"Day Game, on grass",Seattle Mariners,0,5,1,Start Time: 1:10 p.m. Local, Safeco Field
40550.0,San Francisco Giants,2,14,6,https://www.baseball-reference.com/boxes/SDN/SDN201607160.shtml,"Saturday, July 16, 2016",,: 4:05,"Night Game, on grass",San Diego Padres,0,10,7,Start Time: 5:40 p.m. Local, Petco Park
37324.0,New York Mets,1,6,2,https://www.baseball-reference.com/boxes/PHI/PHI201607160.shtml,"Saturday, July 16, 2016",,: 3:11,"Night Game, on grass",Philadelphia Phillies,0,10,4,Start Time: 7:07 p.m. Local, Citizens Bank Park
27510.0,Toronto Blue Jays,0,7,4,https://www.baseball-reference.com/boxes/OAK/OAK201607160.shtml,"Saturday, July 16, 2016",,: 2:41,"Day Game, on grass",Oakland Athletics,1,6,5,Start Time: 1:07 p.m. Local, Oakland-Alameda County Coliseum
48329.0,Boston Red Sox,0,10,5,https://www.baseball-reference.com/boxes/NYA/NYA201607160.shtml,"Saturday, July 16, 2016",,: 2:56,"Day Game, on grass",New York Yankees,2,5,2,Start Time: 4:08 p.m. Local, Yankee Stadium III
